Name,Size,Bus,Format Type,Price
Origin Storage MZ-76P512B/EU-Operating System,512 GB,SATA,SATAProtocol,NULL
Origin Storage MZ-77E1T0B/EU-Operating System,1000 GB,SATA,SATAProtocol,NULL
Origin Storage MZ-77E2T0B/EU-Operating System,2000 GB,SATA,SATAProtocol,NULL
Origin Storage MZ-V7P512BW,512 GB,NVM,NVMProtocol,NULL
Origin Storage MZ-V7S1T0BW,1000 GB,NVM,NVMProtocol,NULL
Origin Storage MZ-V7S1T0BW-Operating System,1000 GB,NVM,NVMProtocol,NULL
Origin Storage MZ-V8P1T0BW-Operating System,1000 GB,NVM,NVMProtocol,NULL
Origin Storage MZ-V8P1T0CW-Operating System,1000 GB,NVM,NVMProtocol,NULL
Origin Storage MZ-V8P2T0BW-Operating System,2000 GB,NVM,NVMProtocol,NULL
Origin Storage MZ-V8P2T0CW-Operating System,2000 GB,NVM,NVMProtocol,NULL
Origin Storage MZ-V8P500BW-Operating System,512 GB,NVM,NVMProtocol,NULL
Origin Storage MZ-V9P1T0BW-Operating System,1000 GB,NVM,NVMProtocol,NULL
Origin Storage MZ-V9P2T0BW-Operating System,2000 GB,NVM,NVMProtocol,NULL
Origin Storage MZ-V9S2T0BW-Operating System,2000 GB,NVM,NVMProtocol,NULL
Origin Storage MZ7L33T8HBNA-00A07,3840 GB,SATA,SATAProtocol,NULL
Origin Storage MZILG7T6HBLA-00A07,7680 GB,SATA,SATAProtocol,NULL
Origin Storage NB-15.3TB-U.2-1DWPD,15360 GB,NVM,NVMProtocol,NULL
Origin Storage NB-15.3TB-U.3-1DWPD,15360 GB,NVM,NVMProtocol,NULL
Origin Storage NB-1920U.2/RI,1920 GB,NVM,NVMProtocol,NULL
Origin Storage NB-1TBM.2/NVME-42,1000 GB,NVM,NVMProtocol,NULL
Origin Storage NB-1TBM.2/NVME4,1000 GB,NVM,NVMProtocol,NULL
Origin Storage NB-20003DSSD-TLC,2000 GB,SATA,SATAProtocol,NULL
Origin Storage NB-256M.2/NVME-42,256 GB,NVM,NVMProtocol,NULL
Origin Storage NB-2TBM.2/NVME4,2000 GB,NVM,NVMProtocol,NULL
Origin Storage NB-2TBM.2/NVME4-30,2000 GB,NVM,NVMProtocol,NULL
Origin Storage NB-30.7TB-U.2-1DWPD,30700 GB,NVM,NVMProtocol,NULL
Origin Storage NB-30.7TB-U.3-1DWPD,30700 GB,NVM,NVMProtocol,NULL
Origin Storage NB-5123DM.2/NVME4,512 GB,NVM,NVMProtocol,NULL
Origin Storage NB-5123DM.2/NVME50,512 GB,NVM,NVMProtocol,NULL
Origin Storage NB-512M.2/NVME-42,512 GB,NVM,NVMProtocol,NULL
Origin Storage NB-8000SSD,8000 GB,SATA,SATAProtocol,NULL
Origin Storage NB-960U.3/RI,960 GB,NVM,NVMProtocol,NULL
Origin Storage ON-750-1TB-Operating System,1000 GB,NVM,NVMProtocol,NULL
Origin Storage ON-750-512-Operating System,512 GB,NVM,NVMProtocol,NULL
Origin Storage Origin 2.5in 240 GB Serial ATA III TLC,256 GB,SATA,SATAProtocol,NULL
Origin Storage Origin TLC830 Pro Series 2TB PCIe 4.0 NVME M.2 80mm 3D TLC,2000 GB,NVM,NVMProtocol,NULL
Origin Storage Origin Velocity V7000 1TB NVME M.2 Gen4 Gaming Solid State Drive,1000 GB,NVM,NVMProtocol,NULL
Origin Storage Origin Velocity V7000 2TB NVME M.2 Gen4 Gaming Solid State Drive,2000 GB,NVM,NVMProtocol,NULL
Origin Storage Origin Velocity V7000 512GB NVME M.2 Gen4 Gaming Solid State Drive,512 GB,NVM,NVMProtocol,NULL
Origin Storage OTLC1TB3DNVME4M.2/80,1000 GB,NVM,NVMProtocol,NULL
Origin Storage OTLC1TB3DNVMEM.2/30,1000 GB,NVM,NVMProtocol,NULL
Origin Storage OTLC2563DNVME4M.2/80,256 GB,NVM,NVMProtocol,NULL
Origin Storage OTLC2TB3DNVME4M.2/30,2000 GB,NVM,NVMProtocol,NULL
Origin Storage OTLC2TB3DNVME4M.2/80,2000 GB,NVM,NVMProtocol,NULL
Origin Storage OTLC4TB3DNVME4M.2/80,4000 GB,NVM,NVMProtocol,NULL
Origin Storage OTLC4TB3DTB/340,4000 GB,SATA,SATAProtocol,NULL
Origin Storage OTLC5123DNVME4M.2/80,512 GB,NVM,NVMProtocol,NULL
Origin Storage OTLC5123DNVMEM.2/30,512 GB,NVM,NVMProtocol,NULL
Origin Storage OV4800/1TB,1000 GB,NVM,NVMProtocol,NULL
Origin Storage OV4800/512GB,512 GB,NVM,NVMProtocol,NULL
Origin Storage P02761-002-Operating System,480 GB,SATA,SATAProtocol,NULL
Origin Storage P08690-001-Operating System,480 GB,SATA,SATAProtocol,NULL
Origin Storage P13662-B21-Operating System,1920 GB,SATA,SATAProtocol,NULL
Origin Storage P18422-B21-Operating System,480 GB,SATA,SATAProtocol,NULL
Origin Storage P18424-B21-Operating System,960 GB,SATA,SATAProtocol,NULL
Origin Storage P18432-B21-Operating System,480 GB,SATA,SATAProtocol,NULL
Origin Storage P18434-B21-Operating System,960 GB,SATA,SATAProtocol,NULL
Origin Storage P18436-B21-Operating System,1920 GB,SATA,SATAProtocol,NULL
Origin Storage P19947-S21-Operating System,480 GB,SATA,SATAProtocol,NULL
Origin Storage P1N68AAB-Operating System,256 GB,SATA,SATAProtocol,NULL
Origin Storage P21088-001-Operating System,480 GB,SATA,SATAProtocol,NULL
Origin Storage P21089-001-Operating System,960 GB,SATA,SATAProtocol,NULL
Origin Storage P210S256G25-Operating System,256 GB,SATA,SATAProtocol,NULL
Origin Storage P21131-B21-Operating System,800 GB,SATA,SATAProtocol,NULL
Origin Storage P37001-B21-Operating System,3840 GB,SATA,SATAProtocol,NULL
Origin Storage SA400S37/480G-Operating System,512 GB,SATA,SATAProtocol,NULL
Origin Storage SD9SN8W-512G-1122,512 GB,SATA,SATAProtocol,NULL
Origin Storage SFYRD/2000G-Operating System,2000 GB,NVM,NVMProtocol,NULL
Origin Storage SFYRS/1000G-Operating System,1000 GB,NVM,NVMProtocol,NULL
Origin Storage SFYRS/500G-Operating System,512 GB,NVM,NVMProtocol,NULL
Origin Storage SKC3000D/2048G-Operating System,2000 GB,NVM,NVMProtocol,NULL
Origin Storage SKC3000S/1024G-Operating System,1000 GB,NVM,NVMProtocol,NULL
Origin Storage SKC3000S/512G-Operating System,512 GB,NVM,NVMProtocol,NULL
Origin Storage SKC3000S/512GBK-Operating System,512 GB,NVM,NVMProtocol,NULL
Origin Storage SKC600/512G-Operating System,512 GB,SATA,SATAProtocol,NULL
Origin Storage SKC600B/256G-Operating System,256 GB,SATA,SATAProtocol,NULL
Origin Storage SKC600B/512G-Operating System,512 GB,SATA,SATAProtocol,NULL
Origin Storage SNV2S/1000G-Operating System,1000 GB,NVM,NVMProtocol,NULL
Origin Storage SNV2S/2000G-Operating System,2000 GB,NVM,NVMProtocol,NULL
Origin Storage SNV2S/250G-Operating System,256 GB,NVM,NVMProtocol,NULL
Origin Storage SNV2S/4000G-LEX,4000 GB,NVM,NVMProtocol,NULL
Origin Storage SNV2S/4000G-LEX,4000 GB,NVM,NVMProtocol,NULL
Origin Storage SNV2S/4000G-LEX,4000 GB,NVM,NVMProtocol,NULL
Origin Storage SNV2S/4000G-LEX,4000 GB,NVM,NVMProtocol,NULL
Origin Storage SNV2S/4000G-LEX,4000 GB,NVM,NVMProtocol,NULL
Origin Storage SNV2S/4000G-LEX,4000 GB,NVM,NVMProtocol,NULL
Origin Storage SNV2S/4000G-LEX,4000 GB,NVM,NVMProtocol,NULL
Origin Storage SNV2S/4000G-LEX,4000 GB,NVM,NVMProtocol,NULL
Origin Storage SNV2S/4000G-LEX,4000 GB,NVM,NVMProtocol,NULL
Origin Storage SNV2S/500G-Operating System,512 GB,NVM,NVMProtocol,NULL
Origin Storage SNV3S/1000G-Operating System,1000 GB,NVM,NVMProtocol,NULL
Origin Storage SNV3S/2000G-Operating System,2000 GB,NVM,NVMProtocol,NULL
Origin Storage SNV3S/500G-Operating System,512 GB,NVM,NVMProtocol,NULL
Origin Storage SNVS/1000G-Operating System,1000 GB,NVM,NVMProtocol,NULL
Origin Storage SNVS/500G-Operating System,512 GB,NVM,NVMProtocol,NULL
Origin Storage SP512GBSS3A55S25-Operating System,512 GB,SATA,SATAProtocol,NULL
Origin Storage SSD2042B-Operating System,256 GB,SATA,SATAProtocol,NULL
Origin Storage SSD2043B-Operating System,512 GB,SATA,SATAProtocol,NULL
Origin Storage SSD7013A-Operating System,512 GB,NVM,NVMProtocol,NULL
Origin Storage SSD7014A-Operating System,256 GB,NVM,NVMProtocol,NULL
Origin Storage SSD7024A-Operating System,512 GB,NVM,NVMProtocol,NULL
Origin Storage SSD7025A-Operating System,1000 GB,NVM,NVMProtocol,NULL
Origin Storage SSDPR-CX400-256-G-Operating System,256 GB,SATA,SATAProtocol,NULL
Origin Storage SSDPR-CX400-512-G-Operating System,512 GB,SATA,SATAProtocol,NULL
Origin Storage TS256GSSD230S-Operating System,512 GB,SATA,SATAProtocol,NULL
Origin Storage TS256GSSD370S-Operating System,256 GB,SATA,SATAProtocol,NULL
Origin Storage TS512GSSD230S-Operating System,512 GB,SATA,SATAProtocol,NULL
Origin Storage TS512GSSD370S-Operating System,512 GB,SATA,SATAProtocol,NULL
Origin Storage WDS100T1X0E-Operating System,1000 GB,NVM,NVMProtocol,NULL
Origin Storage WDS100T1XHE-Operating System,1000 GB,NVM,NVMProtocol,NULL
Origin Storage WDS100T2X0E-LEX,1000 GB,NVM,NVMProtocol,NULL
Origin Storage WDS100T2X0E-LEX,1000 GB,NVM,NVMProtocol,NULL
Origin Storage WDS100T2X0E-LEX,1000 GB,NVM,NVMProtocol,NULL
Origin Storage WDS100T2X0E-LEX,1000 GB,NVM,NVMProtocol,NULL
Origin Storage WDS100T2X0E-LEX,1000 GB,NVM,NVMProtocol,NULL
Origin Storage WDS100T2X0E-LEX,1000 GB,NVM,NVMProtocol,NULL
Origin Storage WDS100T2X0E-LEX,1000 GB,NVM,NVMProtocol,NULL
Origin Storage WDS100T2X0E-LEX,1000 GB,NVM,NVMProtocol,NULL
Origin Storage WDS100T2X0E-LEX,1000 GB,NVM,NVMProtocol,NULL
Origin Storage WDS100T2X0E-LEX,1000 GB,NVM,NVMProtocol,NULL
Origin Storage WDS100T3B0C-Operating System,1000 GB,NVM,NVMProtocol,NULL
Origin Storage WDS100T3G0A-Operating System,1000 GB,SATA,SATAProtocol,NULL
Origin Storage WDS100T3G0C-Operating System,1000 GB,NVM,NVMProtocol,NULL
Origin Storage WDS100T3X0E-Operating System,1000 GB,NVM,NVMProtocol,NULL
Origin Storage WDS200T1X0E-Operating System,2000 GB,NVM,NVMProtocol,NULL
Origin Storage WDS200T1XHE-Operating System,2000 GB,NVM,NVMProtocol,NULL
Origin Storage WDS200T2B0B-Operating System,2000 GB,SATA,SATAProtocol,NULL
Origin Storage WDS200T2X0E-Operating System,2000 GB,NVM,NVMProtocol,NULL
Origin Storage WDS200T3B0C-Operating System,2000 GB,NVM,NVMProtocol,NULL
Origin Storage WDS200T3G0C-Operating System,2000 GB,NVM,NVMProtocol,NULL
Origin Storage WDS200T3X0E-Operating System,2000 GB,NVM,NVMProtocol,NULL
Origin Storage WDS250G2G0C-Operating System,256 GB,NVM,NVMProtocol,NULL
Origin Storage WDS480G2G0B-Operating System,480 GB,SATA,SATAProtocol,NULL
Origin Storage WDS480G2G0C-Operating System,512 GB,NVM,NVMProtocol,NULL
Origin Storage WDS500G1X0E-Operating System,512 GB,NVM,NVMProtocol,NULL
Origin Storage WDS500G1XHE-Operating System,512 GB,NVM,NVMProtocol,NULL
Origin Storage WDS500G2G0C-Operating System,512 GB,NVM,NVMProtocol,NULL
Origin Storage WDS500G3B0C-Operating System,512 GB,NVM,NVMProtocol,NULL
Origin Storage WDS500G3X0E-Operating System,512 GB,NVM,NVMProtocol,NULL
Origin Storage ZP1000GM3A002-Operating System,1000 GB,NVM,NVMProtocol,NULL
Origin Storage ZP1000GM3A023-Operating System,1000 GB,NVM,NVMProtocol,NULL
Origin Storage ZP2000GM3A023-Operating System,2000 GB,NVM,NVMProtocol,NULL
Origin Storage ZP500GM3A023-Operating System,512 GB,NVM,NVMProtocol,NULL
Ortial SSD2043B-ORT,512 GB,SATA,SATAProtocol,NULL
OWC Aura 6G 120GB  MLC low profile  (MacBook Air 2012),120 GB,SATA,SATAProtocol,NULL
OWC Aura 6G 240GB  MLC low profile  (2010/2011 MacBook Air),240 GB,SATA,SATAProtocol,NULL
OWC Aura 6G 240GB  MLC low profile  (iMac late 2012),240 GB,SATA,SATAProtocol,NULL
OWC Aura 6G 240GB  MLC low profile  (MacBook Pro RD Edition),240 GB,SATA,SATAProtocol,NULL
OWC Aura 6G 480GB  MLC low profile  (iMac late 2012),480 GB,SATA,SATAProtocol,NULL
OWC Aura 6G 480GB  MLC low profile  (MacBook Pro RD Edition),480 GB,SATA,SATAProtocol,NULL
OWC Aura 6G 960GB  MLC low profile  (iMac late 2012),960 GB,SATA,SATAProtocol,NULL
OWC Aura Pro 6G 120GB  MLC low profile  (2010/2011 MacBook Air),120 GB,SATA,SATAProtocol,NULL
Patriot Blast,480 GB,SATA,SATAProtocol,NULL
Patriot Burst,120 GB,SATA,SATAProtocol,4469.27
Patriot Burst,240 GB,SATA,SATAProtocol,4469.27
Patriot Flare,120 GB,SATA,SATAProtocol,NULL
Patriot Flare,60 GB,SATA,SATAProtocol,NULL
Patriot HellFire,480 GB,NVM,NVMProtocol,NULL
Patriot HellFire M.2 Solid State Drive,240 GB,SATA,SATAProtocol,NULL
Patriot Spark,512 GB,SATA,SATAProtocol,NULL
Patriot Spark,128 GB,SATA,SATAProtocol,NULL
Patriot Spark,256 GB,SATA,SATAProtocol,NULL
PNY CS2211,960 GB,SATA,SATAProtocol,18331.12
PNY CS3140 4000 GB,4000 GB,NVM,NVMProtocol,24541.12
PNY CS900,120 GB,SATA,SATAProtocol,6817.42
QNAP 79700-T00101WD01-RS,1000 GB,NVM,NVMProtocol,NULL
Sabrent Rocket,256 GB,NVM,NVMProtocol,16652.62
Samsung  750 EVO Series 120GB,120 GB,SATA,SATAProtocol,NULL
Samsung  850 PRO Series 128GB,128 GB,SATA,SATAProtocol,21911.62
Samsung  SM961-NVMe Series 128GB MLC -   - Enterprise,128 GB,NVM,NVMProtocol,NULL
Samsung 750 Evo Series,500 GB,SATA,SATAProtocol,5127.53
Samsung 750 Evo Series,250 GB,SATA,SATAProtocol,5127.53
Samsung 850 EVO Series,1000 GB,SATA,SATAProtocol,5127.53
Samsung 850 EVO Series,2000 GB,SATA,SATAProtocol,5127.53
Samsung 850 EVO Series,500 GB,SATA,SATAProtocol,5127.53
Samsung 850 EVO Series,250 GB,SATA,SATAProtocol,5127.53
Samsung 850 EVO Series,4000 GB,SATA,SATAProtocol,5127.53
Samsung 850 PRO Series Solid State Drive,2000 GB,SATA,SATAProtocol,NULL
Samsung 850 PRO Series Solid State Drive,1000 GB,SATA,SATAProtocol,NULL
Samsung 850 PRO Series Solid State Drive,512 GB,SATA,SATAProtocol,NULL
Samsung 850 PRO Series Solid State Drive,256 GB,SATA,SATAProtocol,NULL
Samsung 860 EVO Series,250 GB,SATA,SATAProtocol,8677.35
Samsung 860 EVO Series 1000 GB,1000 GB,SATA,SATAProtocol,NULL
Samsung 860 EVO Series 2000 GB,2000 GB,SATA,SATAProtocol,NULL
Samsung 860 EVO Series 4000 GB,4000 GB,SATA,SATAProtocol,NULL
Samsung 860 EVO Series 500 GB,500 GB,SATA,SATAProtocol,NULL
Samsung 860 PRO Series 1000 GB,1000 GB,SATA,SATAProtocol,NULL
Samsung 860 PRO Series 2000 GB,2000 GB,SATA,SATAProtocol,NULL
Samsung 860 PRO Series 256 GB,256 GB,SATA,SATAProtocol,NULL
Samsung 860 PRO Series 4000 GB,4000 GB,SATA,SATAProtocol,NULL
Samsung 860 PRO Series 512 GB,512 GB,SATA,SATAProtocol,NULL
Samsung 860 QVO Series 1000 GB,1000 GB,SATA,SATAProtocol,NULL
Samsung 860 QVO Series 2000 GB,2000 GB,SATA,SATAProtocol,NULL
Samsung 860 QVO Series 4000 GB,4000 GB,SATA,SATAProtocol,NULL
Samsung 870 EVO 1000 GB,1000 GB,SATA,SATAProtocol,5127.53
Samsung 870 EVO 2000 GB,2000 GB,SATA,SATAProtocol,5127.53
Samsung 870 EVO 250 GB,250 GB,SATA,SATAProtocol,5127.53
Samsung 870 EVO 4000 GB,4000 GB,SATA,SATAProtocol,5127.53
Samsung 870 EVO 500 GB,500 GB,SATA,SATAProtocol,5127.53
Samsung 870 QVO 1000 GB,1000 GB,SATA,SATAProtocol,9816.8
Samsung 870 QVO 2000 GB,2000 GB,SATA,SATAProtocol,9816.8
Samsung 870 QVO 4000 GB,4000 GB,SATA,SATAProtocol,9816.8
Samsung 870 QVO 8000 GB,8000 GB,SATA,SATAProtocol,9816.8
Samsung 960 EVO,250 GB,NVM,NVMProtocol,18065.54
Samsung 960 EVO,500 GB,NVM,NVMProtocol,18065.54
Samsung 960 EVO,1000 GB,NVM,NVMProtocol,18065.54
Samsung 960 PRO,512 GB,NVM,NVMProtocol,35059.12
Samsung 960 PRO,1000 GB,NVM,NVMProtocol,35059.12
Samsung 960 PRO,2000 GB,NVM,NVMProtocol,35059.12
Samsung 970 Evo Plus 250 GB,250 GB,NVM,NVMProtocol,6133.75
Samsung 970 Evo Plus 500 GB,500 GB,NVM,NVMProtocol,6133.75
Samsung 970 PRO 1000 GB,1000 GB,NVM,NVMProtocol,13584.87
Samsung 970 PRO 512 GB,512 GB,NVM,NVMProtocol,8764.12
Samsung 980 1000 GB,1000 GB,NVM,NVMProtocol,6194.23
Samsung 980 250 GB,250 GB,NVM,NVMProtocol,6194.23
Samsung 980 500 GB,500 GB,NVM,NVMProtocol,6194.23
Samsung 980 PRO Series 250 GB,250 GB,NVM,NVMProtocol,NULL
Samsung 990 EVO Series 1000 GB,1000 GB,NVM,NVMProtocol,NULL
Samsung 990 EVO Series 2000 GB,2000 GB,NVM,NVMProtocol,NULL
Samsung 990 PRO,4000 GB,NVM,NVMProtocol,8764.12
Samsung 990 Pro,4000 GB,NVM,NVMProtocol,8764.12
Samsung 990 Pro,4000 GB,NVM,NVMProtocol,8764.12
Samsung 990 PRO,4000 GB,NVM,NVMProtocol,8764.12
Samsung 990 PRO,1000 GB,NVM,NVMProtocol,8764.12
Samsung 990 PRO,2000 GB,NVM,NVMProtocol,8764.12
Samsung 990 PRO,1000 GB,NVM,NVMProtocol,8764.12
Samsung 990 PRO,1000 GB,NVM,NVMProtocol,8764.12
Samsung 990 PRO,2000 GB,NVM,NVMProtocol,8764.12
Samsung 990 PRO Series 1000 GB,1000 GB,NVM,NVMProtocol,NULL
Samsung 990 PRO Series 2000 GB,2000 GB,NVM,NVMProtocol,NULL
Samsung MZ-V9P1T0,1000 GB,NVM,NVMProtocol,NULL
Samsung MZ-V9P2T0,2000 GB,NVM,NVMProtocol,NULL
Samsung MZ-V9S1T0,1000 GB,NVM,NVMProtocol,NULL
Samsung MZ-V9S2T0,2000 GB,NVM,NVMProtocol,NULL
Samsung MZ-V9S4T0,4000 GB,NVM,NVMProtocol,NULL
Samsung MZ-VAP1T0,1000 GB,NVM,NVMProtocol,NULL
Samsung MZ-VAP1T0,1000 GB,NVM,NVMProtocol,NULL
Samsung MZ-VAP2T0,2000 GB,NVM,NVMProtocol,NULL
Samsung MZ-VAP2T0,2000 GB,NVM,NVMProtocol,NULL
Samsung MZ-VAP4T0,4000 GB,NVM,NVMProtocol,NULL
Samsung MZ-VAP4T0,4000 GB,NVM,NVMProtocol,NULL
Samsung MZ-VAP8T0,8000 GB,NVM,NVMProtocol,NULL
Samsung PM1643,1920 GB,SATA,SATAProtocol,9992.1
Samsung PM1653,3840 GB,SATA,SATAProtocol,9992.1
Samsung PM1653,7680 GB,SATA,SATAProtocol,9992.1
Samsung PM1653,1920 GB,SATA,SATAProtocol,9992.1
Samsung PM1653,960 GB,SATA,SATAProtocol,9992.1
Samsung PM883,3840 GB,SATA,SATAProtocol,12271.0
Samsung PM883,1920 GB,SATA,SATAProtocol,12271.0
Samsung PM883,3840 GB,SATA,SATAProtocol,12271.0
Samsung PM883,3840 GB,SATA,SATAProtocol,12271.0
Samsung PM883 Series 240 GB,240 GB,SATA,SATAProtocol,NULL
Samsung PM883 Series 480 GB,480 GB,SATA,SATAProtocol,NULL
Samsung PM883 Series 960 GB,960 GB,SATA,SATAProtocol,NULL
Samsung PM893,1920 GB,SATA,SATAProtocol,9992.1
Samsung PM893,240 GB,SATA,SATAProtocol,9992.1
Samsung PM893,7680 GB,SATA,SATAProtocol,9992.1
Samsung PM893,960 GB,SATA,SATAProtocol,9992.1
Samsung PM893,480 GB,SATA,SATAProtocol,9992.1
Samsung PM893,3840 GB,SATA,SATAProtocol,9992.1
Samsung PM897,3840 GB,SATA,SATAProtocol,9992.1
Samsung PM897 Series 480 GB,480 GB,SATA,SATAProtocol,NULL
Samsung PM981 256 GB,256 GB,NVM,NVMProtocol,NULL
Samsung PM9A1,512 GB,NVM,NVMProtocol,9992.1
Samsung PM9A1a,512 GB,NVM,NVMProtocol,9992.1
Samsung PM9A1a,1000 GB,NVM,NVMProtocol,9992.1
Samsung PM9A1a,2000 GB,NVM,NVMProtocol,9992.1
Samsung PM9A3,7680 GB,NVM,NVMProtocol,9992.1
Samsung PM9A3,1920 GB,NVM,NVMProtocol,9992.1
Samsung PM9A3,3840 GB,NVM,NVMProtocol,9992.1
Samsung PM9A3,960 GB,NVM,NVMProtocol,9992.1
Samsung PM9B1,1000 GB,NVM,NVMProtocol,9992.1
Samsung PM9B1,256 GB,NVM,NVMProtocol,9992.1
Samsung PM9B1,512 GB,NVM,NVMProtocol,9992.1
Samsung SM883 Series 240 GB,240 GB,SATA,SATAProtocol,NULL
Samsung SM883 Series 480 GB,480 GB,SATA,SATAProtocol,NULL
Samsung SM883 Series 960 GB,960 GB,SATA,SATAProtocol,NULL
SanDisk  Plus 120GB TLC,120 GB,SATA,SATAProtocol,NULL
SanDisk  Plus 240GB TLC,240 GB,SATA,SATAProtocol,NULL
SanDisk  Plus 480GB TLC,480 GB,SATA,SATAProtocol,NULL
SanDisk  Plus 960GB TLC,960 GB,SATA,SATAProtocol,NULL
SanDisk Ultra II  240GB TLC,240 GB,SATA,SATAProtocol,17529.12
SanDisk Ultra II  480GB TLC,480 GB,SATA,SATAProtocol,17529.12
SanDisk Ultra II  960GB TLC,960 GB,SATA,SATAProtocol,17529.12
Seagate BarraCuda 510 1000 GB,1000 GB,NVM,NVMProtocol,10693.3
Seagate BarraCuda 510 512 GB,512 GB,NVM,NVMProtocol,10693.3
Seagate BarraCuda ZA240CV1A002,256 GB,SATA,SATAProtocol,5171.35
Seagate BarraCuda ZA3840CV1A002,3840 GB,SATA,SATAProtocol,5171.35
Seagate BarraCuda ZA960CV1A002,960 GB,SATA,SATAProtocol,5171.35
Seagate BarraCuda ZP1024CM3A002,1024 GB,NVM,NVMProtocol,5171.35
Seagate BarraCuda ZP2000CV3A002,2000 GB,NVM,NVMProtocol,5171.35
Seagate BarraCuda ZP2048CM3A002,2048 GB,NVM,NVMProtocol,5171.35
Seagate BarraCuda ZP4096CM3A002,4096 GB,NVM,NVMProtocol,5171.35
Seagate BarraCuda ZP500CV3A002,500 GB,NVM,NVMProtocol,5171.35
Seagate Enterprise Nytro 3050,800 GB,NVM,NVMProtocol,13446.39
Seagate Enterprise Nytro 3050 XS400ME70055,400 GB,SATA,SATAProtocol,13446.39
Seagate Enterprise Nytro 3550,3200 GB,NVM,NVMProtocol,13446.39
Seagate Enterprise Nytro 3750,800 GB,NVM,NVMProtocol,13446.39
Seagate Enterprise XA3840LE10016,3840 GB,SATA,SATAProtocol,14330.78
Seagate FireCuda 520,500 GB,NVM,NVMProtocol,8756.24
Seagate FireCuda 520,2000 GB,NVM,NVMProtocol,8756.24
Seagate FireCuda 520,1000 GB,NVM,NVMProtocol,8756.24
Seagate FireCuda 530,2000 GB,NVM,NVMProtocol,9619.59
Seagate FireCuda 530 1000 GB,1000 GB,NVM,NVMProtocol,9619.59
Seagate FireCuda 530 2000 GB,2000 GB,NVM,NVMProtocol,9619.59
Seagate FireCuda 530 4000 GB,4000 GB,NVM,NVMProtocol,9619.59
Seagate FireCuda 530 500 GB,500 GB,NVM,NVMProtocol,9619.59
Seagate FireCuda 530R,2000 GB,NVM,NVMProtocol,29800.12
Seagate FireCuda 530R,1000 GB,NVM,NVMProtocol,29800.12
Seagate FireCuda 530R,4000 GB,NVM,NVMProtocol,29800.12
Seagate FireCuda 530R,4000 GB,NVM,NVMProtocol,29800.12
Seagate FireCuda 540,2000 GB,NVM,NVMProtocol,16341.47
Seagate FireCuda 540,1000 GB,NVM,NVMProtocol,16341.47
Seagate FireCuda Lightsaber Legends Special Edition,1000 GB,NVM,NVMProtocol,12270.12
Seagate FireCuda Lightsaber Legends Special Edition,2000 GB,NVM,NVMProtocol,12270.12
Seagate FireCuda ZP1000GM3A073,1000 GB,NVM,NVMProtocol,34673.46
Seagate Game Drive,2000 GB,NVM,NVMProtocol,36813.0
Seagate Game Drive,1000 GB,NVM,NVMProtocol,36813.0
Seagate Game Drive,4000 GB,NVM,NVMProtocol,36813.0
Seagate Game Drive PS5 NVMe,1000 GB,NVM,NVMProtocol,36813.0
Seagate Game Drive PS5 NVMe,2000 GB,NVM,NVMProtocol,36813.0
Seagate IronWolf 240 GB,240 GB,NVM,NVMProtocol,19436.39
Seagate IronWolf 480 GB,480 GB,NVM,NVMProtocol,19436.39
Seagate IronWolf 960 GB,960 GB,NVM,NVMProtocol,19436.39
Seagate Nytro 1361,1920 GB,SATA,SATAProtocol,17442.35
Seagate Nytro 1361,480 GB,SATA,SATAProtocol,17442.35
Seagate Nytro 1361,3840 GB,SATA,SATAProtocol,17442.35
Seagate Nytro 1361,960 GB,SATA,SATAProtocol,17442.35
Seagate Nytro 2350,3840 GB,SATA,SATAProtocol,17442.35
Seagate Nytro 2350,1920 GB,SATA,SATAProtocol,17442.35
Seagate Nytro 2350,3840 GB,SATA,SATAProtocol,17442.35
Seagate Nytro 2350,3840 GB,SATA,SATAProtocol,17442.35
Seagate Nytro 2350,7680 GB,SATA,SATAProtocol,17442.35
Seagate Nytro 2350,960 GB,SATA,SATAProtocol,17442.35
Seagate Nytro 2350,7680 GB,SATA,SATAProtocol,17442.35
Seagate Nytro 2350,7680 GB,SATA,SATAProtocol,17442.35
Seagate Nytro 2350,1920 GB,SATA,SATAProtocol,17442.35
Seagate Nytro 2350,960 GB,SATA,SATAProtocol,17442.35
Seagate Nytro 2550,1900 GB,SATA,SATAProtocol,17442.35
Seagate Nytro 2550,3800 GB,SATA,SATAProtocol,17442.35
Seagate Nytro 2550,1900 GB,SATA,SATAProtocol,17442.35
Seagate Nytro 2550,960 GB,SATA,SATAProtocol,17442.35
Seagate Nytro 2550,960 GB,SATA,SATAProtocol,17442.35
Seagate Nytro 2550,3800 GB,SATA,SATAProtocol,17442.35
Seagate Nytro 2550,1900 GB,SATA,SATAProtocol,17442.35
Seagate Nytro 2550,3800 GB,SATA,SATAProtocol,17442.35
Seagate Nytro 2550,960 GB,SATA,SATAProtocol,17442.35
Seagate Nytro 3050,800 GB,NVM,NVMProtocol,17442.35
Seagate Nytro 3050,3200 GB,NVM,NVMProtocol,17442.35
Seagate Nytro 3050,800 GB,NVM,NVMProtocol,17442.35
Seagate Nytro 3350,3840 GB,SATA,SATAProtocol,17442.35
Seagate Nytro 3350,1920 GB,SATA,SATAProtocol,17442.35
Seagate Nytro 3350,15360 GB,SATA,SATAProtocol,17442.35
Seagate Nytro 3350,15360 GB,SATA,SATAProtocol,17442.35
